id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,ordem_tipo_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,id_veiculo,tipo_veiculo,marca,ano_fabricacao_veiculo,tipo_envolvido,estado_fisico,idade,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude,regional,delegacia,uop
602655,1344522,2024-05-24,sexta-feira,16:15:00,PE,101,"69,4",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim,1077097,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,31.0,Masculino,0,0,1,0,-8.06361,-34.94462,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
602655,1344522,2024-05-24,sexta-feira,16:15:00,PE,101,"69,4",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim,1077097,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,31.0,Masculino,0,0,1,0,-8.06361,-34.94462,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
602655,1344522,2024-05-24,sexta-feira,16:15:00,PE,101,"69,4",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim,1077097,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,31.0,Masculino,0,0,1,0,-8.06361,-34.94462,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
605902,1355575,2024-06-08,sábado,03:30:00,PE,101,71,RECIFE,Não,Falta de acostamento,1,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Interseção de Vias;Reta,Sim,1083350,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,35.0,Masculino,0,0,0,1,-8.07637458,-34.93551493,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
605902,1355575,2024-06-08,sábado,03:30:00,PE,101,71,RECIFE,Não,Reação tardia ou ineficiente do condutor,1,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Interseção de Vias;Reta,Sim,1083350,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,35.0,Masculino,0,0,0,1,-8.07637458,-34.93551493,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
605902,1355575,2024-06-08,sábado,03:30:00,PE,101,71,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Interseção de Vias;Reta,Sim,1083350,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,35.0,Masculino,0,0,0,1,-8.07637458,-34.93551493,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
605902,1355575,2024-06-08,sábado,03:30:00,PE,101,71,RECIFE,Não,Chuva,1,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Interseção de Vias;Reta,Sim,1083350,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,35.0,Masculino,0,0,0,1,-8.07637458,-34.93551493,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
609010,1360117,2024-06-13,quinta-feira,21:36:00,PE,101,64,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1089360,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,36.0,Masculino,0,0,1,0,-8.0162921,-34.94045886,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
609977,1362638,2024-06-25,terça-feira,17:00:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,1091295,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,19.0,Masculino,0,0,1,0,-8.05951606,-34.94581024,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Entrada inopinada do pedestre,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Ingestão de álcool pelo condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Condutor usando celular,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Condutor desrespeitou a iluminação vermelha do semáforo,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Ausência de reação do condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Sim,Reação tardia ou ineficiente do condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Entrada inopinada do pedestre,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Ingestão de álcool pelo condutor,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Condutor usando celular,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Condutor desrespeitou a iluminação vermelha do semáforo,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Não,Ausência de reação do condutor,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619088,1385204,2024-08-04,domingo,17:55:00,PE,101,"67,5",RECIFE,Sim,Reação tardia ou ineficiente do condutor,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,1109151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,45.0,Masculino,0,0,1,0,-8.042334,-34.943096,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619234,1385600,2024-07-16,terça-feira,19:30:00,PE,232,7,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Não,1109389,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,11.0,Feminino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619795,1387090,2024-08-08,quinta-feira,06:50:00,PE,101,"70,2",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,1110594,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,41.0,Masculino,0,1,0,0,-8.070392,-34.942648,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619795,1387090,2024-08-08,quinta-feira,06:50:00,PE,101,"70,2",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,1110594,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,41.0,Masculino,0,1,0,0,-8.070392,-34.942648,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
619795,1387090,2024-08-08,quinta-feira,06:50:00,PE,101,"70,2",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,1110594,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,41.0,Masculino,0,1,0,0,-8.070392,-34.942648,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
620343,1388325,2024-08-10,sábado,14:00:00,PE,232,4,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1111618,Bicicleta,Não Informado/Não Informado,0,Passageiro,Lesões Leves,7.0,Feminino,0,1,0,0,-8.064968,-34.937625,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
620343,1388324,2024-08-10,sábado,14:00:00,PE,232,4,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1111618,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,54.0,Feminino,0,1,0,0,-8.064968,-34.937625,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
620343,1388325,2024-08-10,sábado,14:00:00,PE,232,4,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1111618,Bicicleta,Não Informado/Não Informado,0,Passageiro,Lesões Leves,7.0,Feminino,0,1,0,0,-8.064968,-34.937625,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
620343,1388324,2024-08-10,sábado,14:00:00,PE,232,4,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1111618,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,54.0,Feminino,0,1,0,0,-8.064968,-34.937625,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
620343,1388325,2024-08-10,sábado,14:00:00,PE,232,4,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1111618,Bicicleta,Não Informado/Não Informado,0,Passageiro,Lesões Leves,7.0,Feminino,0,1,0,0,-8.064968,-34.937625,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
620343,1388324,2024-08-10,sábado,14:00:00,PE,232,4,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1111618,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,54.0,Feminino,0,1,0,0,-8.064968,-34.937625,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
621956,1392453,2024-08-18,domingo,01:20:00,PE,101,60,RECIFE,Não,Reação tardia ou ineficiente do condutor,1,Colisão transversal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Múltipla,Interseção de Vias;Curva;Aclive,Sim,1114847,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,43.0,Masculino,0,0,0,1,-7.98344307,-34.93176727,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
621956,1392453,2024-08-18,domingo,01:20:00,PE,101,60,RECIFE,Sim,Transitar na contramão,1,Colisão transversal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Múltipla,Interseção de Vias;Curva;Aclive,Sim,1114847,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,43.0,Masculino,0,0,0,1,-7.98344307,-34.93176727,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
622452,1395685,2024-08-20,terça-feira,08:11:00,PE,101,"70,2",RECIFE,Não,Reação tardia ou ineficiente do condutor,1,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1115861,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,54.0,Masculino,0,0,1,0,-8.07072341,-34.94266033,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
622452,1395685,2024-08-20,terça-feira,08:11:00,PE,101,"70,2",RECIFE,Não,Pedestre cruzava a pista fora da faixa,1,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1115861,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,54.0,Masculino,0,0,1,0,-8.07072341,-34.94266033,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
622452,1395685,2024-08-20,terça-feira,08:11:00,PE,101,"70,2",RECIFE,Sim,Entrada inopinada do pedestre,1,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1115861,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,54.0,Masculino,0,0,1,0,-8.07072341,-34.94266033,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
623288,1395708,2024-08-24,sábado,08:50:00,PE,101,69,RECIFE,Sim,Entrada inopinada do pedestre,1,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,1117418,Bicicleta,Não Informado/Não Informado,0,Condutor,Ileso,62.0,Masculino,1,0,0,0,-8.05951606,-34.94581024,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
625610,1401261,2024-09-03,terça-feira,23:04:00,PE,232,"7,7",RECIFE,Não,Iluminação deficiente,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1121874,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
625610,1401261,2024-09-03,terça-feira,23:04:00,PE,232,"7,7",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1121874,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
625610,1401261,2024-09-03,terça-feira,23:04:00,PE,232,"7,7",RECIFE,Não,Iluminação deficiente,2,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1121874,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
625610,1401261,2024-09-03,terça-feira,23:04:00,PE,232,"7,7",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1121874,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
625610,1401261,2024-09-03,terça-feira,23:04:00,PE,232,"7,7",RECIFE,Não,Iluminação deficiente,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1121874,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
625610,1401261,2024-09-03,terça-feira,23:04:00,PE,232,"7,7",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1121874,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,-8.07333497,-34.96184301,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
633343,1419672,2024-06-21,sexta-feira,12:00:00,PE,101,70,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,1136487,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,57.0,Masculino,0,0,1,0,-8.06776119,-34.94265074,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
640334,1437091,2024-11-08,sexta-feira,10:10:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1150190,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,21.0,Masculino,0,1,0,0,-8.05951606,-34.94581024,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
640452,1437087,2024-11-08,sexta-feira,18:40:00,PE,101,73,RECIFE,Sim,Transitar na contramão,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1150189,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,,Masculino,0,0,1,0,-8.093438,-34.947755,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
640452,1437087,2024-11-08,sexta-feira,18:40:00,PE,101,73,RECIFE,Sim,Transitar na contramão,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1150189,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,,Masculino,0,0,1,0,-8.093438,-34.947755,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
640452,1437087,2024-11-08,sexta-feira,18:40:00,PE,101,73,RECIFE,Sim,Transitar na contramão,1,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1150189,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,,Masculino,0,0,1,0,-8.093438,-34.947755,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Não,Acumulo de areia ou detritos sobre o pavimento,4,Queda de ocupante de veículo,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Não,Acumulo de areia ou detritos sobre o pavimento,3,Tombamento,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Não,Acumulo de areia ou detritos sobre o pavimento,2,Atropelamento de Pedestre,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Não,Acumulo de areia ou detritos sobre o pavimento,1,Queda de ocupante de veículo,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Sim,Reação tardia ou ineficiente do condutor,4,Queda de ocupante de veículo,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Sim,Reação tardia ou ineficiente do condutor,3,Tombamento,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Sim,Reação tardia ou ineficiente do condutor,2,Atropelamento de Pedestre,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
644223,1446584,2024-11-25,segunda-feira,16:50:00,PE,101,64,RECIFE,Sim,Reação tardia ou ineficiente do condutor,1,Queda de ocupante de veículo,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Declive;Viaduto,Sim,1157498,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,51.0,Masculino,0,0,0,1,-8.01868,-34.942223,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
645844,1450456,2024-12-03,terça-feira,07:20:00,PE,101,"69,1",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,1160651,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,72.0,Masculino,0,0,1,0,-8.060853,-34.945718,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
646018,1450848,2024-12-04,quarta-feira,05:40:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Interseção de Vias;Reta,Sim,1160972,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,28.0,Masculino,0,1,0,0,-8.059588,-34.946145,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
646135,1451218,2024-12-04,quarta-feira,16:20:00,PE,101,77,RECIFE,Sim,Reação tardia ou ineficiente do condutor,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,1161194,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,-8.126982,-34.94386,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
646135,1451218,2024-12-04,quarta-feira,16:20:00,PE,101,77,RECIFE,Sim,Reação tardia ou ineficiente do condutor,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,1161194,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,-8.126982,-34.94386,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
646135,1451218,2024-12-04,quarta-feira,16:20:00,PE,101,77,RECIFE,Sim,Reação tardia ou ineficiente do condutor,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,1161194,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,-8.126982,-34.94386,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
498266,1086998,2023-01-09,segunda-feira,18:10:00,PE,101,72,RECIFE,Sim,Entrada inopinada do pedestre,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Sim,876339,Bicicleta,MONARK/,0,Condutor,Lesões Leves,51.0,Masculino,0,1,0,0,"-8,08493106","-34,9450639",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
498266,1086998,2023-01-09,segunda-feira,18:10:00,PE,101,72,RECIFE,Sim,Entrada inopinada do pedestre,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Sim,876339,Bicicleta,MONARK/,0,Condutor,Lesões Leves,51.0,Masculino,0,1,0,0,"-8,08493106","-34,9450639",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
